product_id,brand,price,rating,review_sentiment_score
595,Pepperfry,300.00,4.10,0.70
596,Pepperfry,300.00,4.30,0.80
597,Pepperfry,300.00,4.50,0.80
598,Pepperfry,400.00,3.70,0.00
599,Pepperfry,400.00,4.30,0.70
600,Pepperfry,500.00,3.40,-0.30
601,Pepperfry,500.00,4.30,0.75
602,Pepperfry,600.00,3.10,0.00
603,Pepperfry,600.00,4.10,0.70
604,Pepperfry,700.00,4.90,0.90
605,Pepperfry,700.00,5.00,0.90
606,Pepperfry,800.00,3.80,0.60
607,Pepperfry,800.00,4.00,0.30
608,Pepperfry,800.00,4.50,0.80
609,Pepperfry,800.00,4.70,0.90
610,Pepperfry,800.00,4.80,0.80
611,Pepperfry,800.00,4.80,0.90
612,Pepperfry,800.00,4.90,0.92
613,Pepperfry,900.00,3.20,-0.40
614,Pepperfry,900.00,3.20,-0.30
615,Pepperfry,900.00,3.30,0.30
616,Pepperfry,900.00,3.70,0.20
617,Pepperfry,900.00,4.80,0.90
618,Pepperfry,900.00,4.80,0.92
619,Pepperfry,900.00,4.90,0.90
620,Pepperfry,1000.00,3.10,-0.30
621,Pepperfry,1000.00,4.90,0.90
622,Pepperfry,1100.00,3.00,-0.50
623,Pepperfry,1100.00,3.30,-0.40
624,Pepperfry,1100.00,3.40,-0.40
625,Pepperfry,1100.00,3.60,-0.30
626,Pepperfry,1100.00,4.80,0.90
627,Pepperfry,1200.00,3.10,-0.40
628,Pepperfry,1200.00,3.20,-0.40
629,Pepperfry,1200.00,3.40,-0.30
630,Pepperfry,1200.00,3.50,-0.30
631,Pepperfry,1200.00,3.80,-0.30
632,Pepperfry,1200.00,3.90,-0.30
633,Pepperfry,1200.00,4.80,0.90
634,Pepperfry,1300.00,4.80,0.90
635,Pepperfry,1400.00,4.90,0.90
636,Pepperfry,1500.00,4.90,0.90
637,Pepperfry,1800.00,4.70,0.82
638,Pepperfry,4500.00,3.90,0.60
639,PUMA,100.00,2.20,-0.90
640,PUMA,200.00,2.00,-0.90
641,PUMA,200.00,2.30,-0.80
642,PUMA,200.00,4.10,0.70
643,PUMA,200.00,4.30,0.70
644,PUMA,200.00,4.50,0.80
645,PUMA,300.00,1.80,-1.00
646,PUMA,300.00,4.60,0.60
647,PUMA,400.00,1.60,-1.00
648,PUMA,400.00,3.20,0.10
649,PUMA,500.00,1.30,-1.00
650,PUMA,500.00,4.70,0.78
651,PUMA,600.00,2.10,-1.00
652,PUMA,700.00,2.00,-1.00
653,PUMA,700.00,4.80,0.90
654,PUMA,700.00,4.90,0.90
655,PUMA,900.00,4.60,0.82
656,PUMA,2000.00,4.30,0.65
657,PUMA,2000.00,4.70,0.85
658,SleepyCat,300.00,4.40,0.40
659,SleepyCat,600.00,4.00,0.60
660,SleepyCat,700.00,3.50,0.40
661,SleepyCat,700.00,4.80,0.90
662,SleepyCat,800.00,4.70,0.80
663,SleepyCat,800.00,4.70,0.90
664,SleepyCat,900.00,3.10,-0.10
665,SleepyCat,900.00,3.50,0.70
666,SleepyCat,900.00,4.10,0.60
667,SleepyCat,1000.00,3.80,0.40
668,SleepyCat,1000.00,4.40,0.75
669,SleepyCat,1000.00,4.50,0.80
670,SleepyCat,1000.00,4.80,0.90
671,SleepyCat,1100.00,4.80,0.90
672,SleepyCat,1300.00,4.90,0.90
673,SleepyCat,1500.00,4.90,0.90
674,SleepyCat,1600.00,4.90,0.90
675,SleepyCat,1700.00,5.00,0.90
676,SleepyCat,1800.00,5.00,0.90
677,Spyker,600.00,4.90,0.90
678,Spyker,900.00,4.90,0.90
679,Spyker,1000.00,4.90,0.90
680,Spyker,1200.00,4.80,0.90
681,Spyker,1400.00,4.90,0.90
682,Spyker,1500.00,4.90,0.90
683,Spyker,1600.00,4.90,0.90
684,Spyker,1700.00,5.00,0.90
685,Stayfree,200.00,2.80,-0.40
686,Stayfree,200.00,2.80,-0.30
687,Stayfree,200.00,2.90,-0.40
688,Stayfree,200.00,2.90,-0.30
689,Stayfree,200.00,3.00,-0.30
690,Stayfree,200.00,3.00,-0.20
691,Stayfree,200.00,3.10,-0.20
692,Stayfree,200.00,3.10,-0.10
693,Stayfree,300.00,3.00,-0.20
694,Stayfree,300.00,3.10,-0.20
695,Streax,100.00,2.40,-0.70
696,Streax,100.00,3.00,-0.50
697,Streax,100.00,3.10,-0.40
698,Streax,100.00,3.40,-0.30
699,Streax,100.00,4.60,0.90
700,Streax,200.00,2.10,-0.80
701,Streax,200.00,2.90,-0.50
702,Streax,300.00,3.50,0.50
703,Streax,300.00,4.30,0.70
704,Streax,400.00,3.80,0.50
705,Streax,500.00,3.00,-0.50
706,Streax,800.00,3.70,0.55
707,Streax,2000.00,3.70,0.10
708,Streax,10000.00,4.80,1.00
709,Streax,10000.00,4.90,1.00
710,"Sugar Cosmetics",100.00,3.80,-0.20
711,"Sugar Cosmetics",200.00,1.80,-0.90
712,"Sugar Cosmetics",200.00,3.80,0.10
713,"Sugar Cosmetics",200.00,3.80,0.60
714,"Sugar Cosmetics",200.00,3.90,0.50
715,"Sugar Cosmetics",200.00,4.00,0.60
716,"Sugar Cosmetics",200.00,4.00,0.70
717,"Sugar Cosmetics",200.00,4.10,0.70
718,"Sugar Cosmetics",200.00,4.20,0.70
719,"Sugar Cosmetics",200.00,4.30,0.80
720,"Sugar Cosmetics",300.00,3.80,0.45
721,"Sugar Cosmetics",300.00,3.90,0.20
722,"Sugar Cosmetics",400.00,2.00,-0.30
723,"Sugar Cosmetics",400.00,3.90,0.30
724,"Sugar Cosmetics",500.00,4.00,0.30
725,"Sugar Cosmetics",600.00,4.00,0.40
726,"Sugar Cosmetics",600.00,4.50,0.80
727,"Sugar Cosmetics",600.00,4.90,0.92
728,"Sugar Cosmetics",700.00,4.10,0.50
729,"Sugar Cosmetics",800.00,3.70,0.30
730,"Sugar Cosmetics",800.00,4.10,0.50
731,"Sugar Cosmetics",900.00,4.10,0.60
732,"Sugar Cosmetics",1400.00,4.60,0.82
733,"The Moms Co.",100.00,2.80,-0.60
734,"The Moms Co.",200.00,2.70,0.00
735,"The Moms Co.",300.00,4.60,0.30
736,"The Moms Co.",500.00,4.60,0.40
737,"The Moms Co.",600.00,4.70,0.40
738,"The Moms Co.",700.00,4.80,0.50
739,"The Moms Co.",800.00,2.80,-0.40
740,"The Moms Co.",800.00,2.90,-0.40
741,"The Moms Co.",800.00,3.50,0.15
742,"The Moms Co.",800.00,3.50,0.40
743,"The Moms Co.",800.00,4.90,0.60
744,"The Moms Co.",900.00,2.80,-0.50
745,"The Moms Co.",900.00,4.90,0.60
746,"The Moms Co.",1000.00,2.70,-0.50
747,"The Moms Co.",1000.00,4.90,0.70
748,"The Moms Co.",1100.00,2.90,-0.40
749,"The Moms Co.",1100.00,3.00,-0.40
750,"The Moms Co.",1100.00,3.10,-0.40
751,"U.S. Polo Assn. Women",200.00,3.00,-0.30
752,"U.S. Polo Assn. Women",700.00,3.70,0.60
753,"U.S. Polo Assn. Women",700.00,4.70,0.85
754,"U.S. Polo Assn. Women",700.00,4.90,0.90
755,"Urban Ladder",400.00,3.70,0.50
756,"Urban Ladder",400.00,4.60,0.70
757,"Urban Ladder",600.00,3.70,0.40
758,"Urban Ladder",700.00,3.70,0.40
759,"Urban Ladder",700.00,4.10,0.70
760,"Urban Ladder",800.00,3.60,0.60
761,"Urban Ladder",800.00,4.70,0.85
762,"Urban Ladder",900.00,3.40,0.60
763,"Urban Ladder",900.00,4.80,0.90
764,"Urban Ladder",1000.00,3.10,0.20
765,"Urban Ladder",1000.00,3.50,0.70
766,"Urban Ladder",1000.00,4.30,0.10
767,"Urban Ladder",1100.00,3.80,0.70
768,"Urban Ladder",1200.00,4.00,0.70
769,"Urban Ladder",1400.00,4.60,0.70
770,"Urban Ladder",1600.00,4.70,0.70
771,"Urban Ladder",9000.00,4.60,0.85
772,"Urban Ladder",9000.00,4.80,0.90
773,"Vero Moda",700.00,4.00,0.50
774,Wakefit,200.00,3.90,0.60
775,Wakefit,200.00,4.00,0.60
776,Wakefit,300.00,3.90,0.60
777,Wakefit,300.00,4.10,0.72
778,Wakefit,300.00,4.60,0.85
779,Wakefit,400.00,3.90,0.70
780,Wakefit,400.00,4.80,0.80
781,Wakefit,500.00,2.70,-0.50
782,Wakefit,500.00,3.80,0.70
783,Wakefit,500.00,4.90,0.90
784,Wakefit,500.00,5.00,0.90
785,Wakefit,600.00,2.20,-0.70
786,Wakefit,600.00,2.20,-0.60
787,Wakefit,600.00,2.30,-0.60
788,Wakefit,600.00,3.90,0.70
789,Wakefit,600.00,4.50,0.80
790,Wakefit,600.00,4.60,0.80
791,Wakefit,700.00,2.30,-0.50
792,Wakefit,700.00,2.40,-0.50
793,Wakefit,700.00,2.50,-0.10
794,Wakefit,700.00,2.80,-0.10
795,Wakefit,700.00,3.90,0.70
796,Wakefit,700.00,4.30,0.90
797,Wakefit,700.00,5.00,0.90
798,Wakefit,800.00,2.50,-0.50
799,Wakefit,800.00,2.60,-0.50
800,Wakefit,800.00,2.80,-0.40
801,Wakefit,800.00,2.90,-0.40
802,Wakefit,800.00,3.90,0.10
803,Wakefit,800.00,3.90,0.70
804,Wakefit,800.00,4.80,0.90
805,Wakefit,900.00,4.30,0.80
806,Wakefit,900.00,4.70,0.90
807,Wakefit,900.00,5.00,0.90
808,Wakefit,2800.00,4.40,0.72
809,Whisper,100.00,2.60,-0.70
810,Whisper,200.00,2.80,-0.60
811,Whisper,400.00,3.90,0.55
812,Whisper,800.00,4.30,0.65
813,"Wild Stone",600.00,3.30,0.00
814,"Wild Stone",600.00,3.70,0.50
815,"Wild Stone",700.00,4.30,0.70
816,Wildcraft,300.00,3.00,-0.20
817,Wildcraft,300.00,3.20,-0.20
818,Wildcraft,300.00,3.40,-0.10
819,Wildcraft,300.00,3.50,0.25
820,Wildcraft,300.00,4.00,0.30
821,Wildcraft,300.00,4.50,0.80
822,Wildcraft,400.00,3.10,-0.10
823,Wildcraft,400.00,3.20,0.00
824,Wildcraft,400.00,3.30,-0.10
825,Wildcraft,400.00,3.30,0.10
826,Wildcraft,400.00,3.40,0.20
827,Wildcraft,400.00,4.40,0.70
828,Wildcraft,400.00,4.70,0.80
829,Wildcraft,500.00,2.60,-0.10
830,Wildcraft,500.00,2.80,-0.10
831,Wildcraft,500.00,3.10,0.00
832,Wildcraft,500.00,3.50,0.50
833,Wildcraft,500.00,4.30,0.70
834,Wildcraft,500.00,4.90,0.85
835,Wildcraft,600.00,3.10,0.00
836,Wildcraft,600.00,4.20,0.80
837,Wildcraft,700.00,2.00,-0.10
838,Wildcraft,700.00,4.20,-0.10
839,Wildcraft,700.00,4.30,0.60
840,Wildcraft,700.00,4.30,0.80
841,Wildcraft,700.00,4.60,0.80
842,Wildcraft,700.00,4.80,0.90
843,Wildcraft,700.00,4.90,0.88
844,Wildcraft,700.00,5.00,0.90
845,Wildcraft,750.00,4.00,0.30
846,Wildcraft,800.00,3.50,-0.30
847,Wildcraft,800.00,4.20,0.45
848,Wildcraft,800.00,4.20,0.70
849,Wildcraft,800.00,4.30,0.80
850,Wildcraft,800.00,4.40,0.78
851,Wildcraft,800.00,4.40,0.80
852,Wildcraft,800.00,4.70,0.80
853,Wildcraft,800.00,4.80,0.80
854,Wildcraft,800.00,4.80,0.90
855,Wildcraft,800.00,4.90,0.80
856,Wildcraft,800.00,4.90,0.90
857,Wildcraft,800.00,5.00,0.90
858,Wildcraft,900.00,3.40,0.40
859,Wildcraft,900.00,4.20,0.80
860,Wildcraft,900.00,4.40,0.80
861,Wildcraft,900.00,4.50,0.80
862,Wildcraft,900.00,4.50,0.85
863,Wildcraft,900.00,4.60,0.80
864,Wildcraft,900.00,4.70,0.80
865,Wildcraft,900.00,4.80,0.80
866,Wildcraft,900.00,4.80,0.90
867,Wildcraft,900.00,4.90,0.90
868,Wildcraft,900.00,5.00,0.90
869,Wildcraft,1000.00,4.60,0.80
870,Wildcraft,1000.00,5.00,0.90
871,Wildcraft,2700.00,4.80,0.92
872,Wildcraft,6000.00,4.20,0.60
873,Zandu,550.00,3.50,0.35
