recommendation_id,product_id,customer_profile_id,context_id,clicks_on_similar_products,similar_products_purchased,avg_rating_given_to_similar_products,recommendation_probability
661,807,33,16,34,17,4.90,1.0000
662,807,33,16,34,17,4.90,1.0000
663,807,33,16,34,17,4.90,1.0000
664,807,33,16,34,17,4.90,1.0000
665,807,33,16,34,17,4.90,1.0000
666,807,33,16,34,17,4.90,1.0000
667,807,33,16,34,17,4.90,1.0000
668,807,33,16,34,17,4.90,1.0000
669,805,33,22,15,10,4.10,0.9000
670,782,33,22,16,5,3.60,0.6000
671,617,33,6,38,14,4.90,0.8800
672,593,33,23,20,7,4.00,0.9500
673,485,33,16,31,12,4.30,1.0000
674,394,33,4,11,3,4.10,0.9000
675,358,33,22,7,4,3.10,0.4000
676,353,33,6,18,9,4.30,1.0000
677,175,33,16,28,11,4.50,1.0000
678,138,33,23,18,8,4.10,0.9000
679,137,33,23,16,7,3.90,0.8000
680,32,33,4,37,18,4.80,1.0000
681,30,33,20,38,16,4.70,1.0000
682,788,34,22,18,6,3.70,0.6000
683,529,34,8,8,5,2.50,0.4000
684,46,34,6,25,7,4.00,0.8000
685,795,35,22,20,7,3.60,0.6000
686,712,35,8,16,4,3.60,0.2000
687,412,35,21,25,11,4.50,0.9000
688,369,35,8,15,5,3.90,0.8000
689,356,35,16,40,15,4.60,0.9500
690,291,35,15,29,10,4.50,0.9000
691,31,35,4,39,17,4.80,1.0000
692,803,36,22,22,8,3.50,0.6000
693,550,36,21,33,14,4.40,0.8500
694,530,36,8,9,6,2.80,0.4000
695,376,36,8,14,4,4.00,0.9000
696,315,36,13,26,12,4.60,0.9000
697,34,36,4,41,20,4.90,1.0000
698,15,36,23,21,9,4.50,0.8500
699,531,37,8,10,7,2.20,0.4000
700,386,37,8,13,4,4.00,0.9000
701,378,37,8,16,4,3.80,0.9000
702,33,37,4,40,19,4.80,1.0000
703,384,38,8,18,5,4.00,0.9000
704,48,38,6,29,10,4.00,0.8000
705,47,38,6,27,8,4.00,0.8000
706,35,38,4,43,21,4.90,1.0000
707,36,39,4,45,22,4.90,1.0000
708,721,40,24,15,6,3.70,0.3000
709,387,40,8,20,6,4.00,0.9000
710,37,40,4,48,23,4.90,1.0000
711,390,41,8,22,7,4.00,0.9000
712,38,41,4,50,24,4.90,1.0000
713,769,42,24,22,8,4.10,0.8000
714,723,43,24,17,6,3.80,0.3000
715,770,44,24,24,9,4.00,0.8000
716,724,44,24,18,7,3.90,0.3000
717,725,45,24,19,8,3.90,0.3000
718,728,46,24,20,9,4.00,0.3000
719,730,47,24,21,10,3.90,0.3000
720,731,48,24,23,12,4.00,0.3000
721,809,49,5,4,0,2.80,0.0500
722,754,49,23,36,16,4.80,1.0000
723,713,49,5,13,7,3.70,0.7000
724,713,49,5,13,7,3.70,0.7000
725,713,49,5,13,7,3.70,0.7000
726,713,49,5,13,7,3.70,0.7000
727,713,49,5,13,7,3.70,0.7000
728,713,49,5,13,7,3.70,0.7000
729,713,49,5,13,7,3.70,0.7000
730,713,49,5,13,7,3.70,0.7000
731,713,49,5,13,7,3.70,0.7000
732,713,49,5,13,7,3.70,0.7000
733,713,49,5,13,7,3.70,0.7000
734,713,49,5,13,7,3.70,0.7000
735,713,49,5,13,7,3.70,0.7000
736,713,49,5,13,7,3.70,0.7000
737,713,49,5,13,7,3.70,0.7000
738,713,49,5,13,7,3.70,0.7000
739,713,49,5,13,7,3.70,0.7000
740,713,49,5,13,7,3.70,0.7000
741,696,49,6,7,2,3.20,0.0400
742,664,49,17,11,3,3.00,0.3100
743,598,49,24,9,7,3.50,0.1000
744,585,49,15,28,14,4.70,1.0000
745,585,49,15,28,14,4.70,1.0000
746,585,49,15,28,14,4.70,1.0000
747,585,49,15,28,14,4.70,1.0000
748,585,49,15,28,14,4.70,1.0000
749,585,49,15,28,14,4.70,1.0000
750,585,49,15,28,14,4.70,1.0000
751,585,49,15,28,14,4.70,1.0000
752,585,49,15,28,14,4.70,1.0000
753,585,49,15,28,14,4.70,1.0000
754,585,49,15,28,14,4.70,1.0000
755,585,49,15,28,14,4.70,1.0000
756,585,49,15,28,14,4.70,1.0000
757,585,49,15,28,14,4.70,1.0000
758,585,49,15,28,14,4.70,1.0000
759,585,49,15,28,14,4.70,1.0000
760,585,49,15,28,14,4.70,1.0000
761,585,49,15,28,14,4.70,1.0000
762,522,49,21,36,14,4.70,0.8500
763,519,49,24,20,9,4.40,0.9000
764,513,49,21,39,15,4.70,0.8200
765,483,49,21,30,20,5.00,1.0000
766,483,49,21,30,21,5.00,1.0000
767,469,49,21,32,13,4.70,0.9000
768,455,49,21,20,10,4.40,0.8000
769,449,49,21,42,17,4.90,0.9200
770,428,49,14,3,0,2.50,0.0100
771,228,49,21,5,2,2.30,0.1000
772,186,49,6,6,2,2.30,0.0800
773,57,49,21,50,20,5.00,0.9700
774,51,49,1,5,0,4.50,0.6000
775,28,49,1,40,16,4.40,0.7500
776,21,49,24,18,12,4.70,0.3000
777,698,50,1,7,0,3.50,0.1000
778,695,50,3,2,0,2.50,0.0200
779,870,51,24,26,16,4.90,1.0000
780,870,51,24,26,17,5.00,1.0000
781,870,51,24,26,18,5.00,1.0000
782,589,51,23,19,8,4.30,0.9000
783,588,51,21,14,6,3.60,0.4000
784,585,51,15,28,14,4.70,1.0000
785,585,51,15,28,14,4.70,1.0000
786,585,51,15,28,14,4.70,1.0000
787,585,51,15,28,14,4.70,1.0000
788,585,51,15,28,14,4.70,1.0000
789,585,51,15,28,14,4.70,1.0000
790,585,51,15,28,14,4.70,1.0000
791,585,51,15,28,14,4.70,1.0000
792,585,51,15,28,14,4.70,1.0000
793,585,51,15,28,14,4.70,1.0000
794,585,51,15,28,14,4.70,1.0000
795,585,51,15,28,14,4.70,1.0000
796,585,51,15,28,14,4.70,1.0000
797,585,51,15,28,14,4.70,1.0000
798,585,51,15,28,14,4.70,1.0000
799,585,51,15,28,14,4.70,1.0000
800,585,51,15,28,14,4.70,1.0000
801,585,51,15,28,14,4.70,1.0000
802,585,51,15,28,14,4.70,1.0000
803,582,51,13,33,14,4.80,1.0000
804,570,51,21,19,9,4.20,0.9000
805,570,51,21,19,9,4.20,0.9000
806,570,51,21,19,9,4.20,0.9000
807,570,51,21,19,9,4.20,0.9000
808,570,51,21,19,9,4.20,0.9000
809,570,51,21,19,9,4.20,0.9000
810,570,51,21,19,9,4.20,0.9000
811,570,51,21,19,9,4.20,0.9000
812,570,51,21,19,9,4.20,0.9000
813,570,51,21,19,9,4.20,0.9000
814,570,51,21,19,9,4.20,0.9000
815,570,51,21,19,9,4.20,0.9000
816,570,51,21,19,9,4.20,0.9000
817,570,51,21,19,9,4.20,0.9000
818,570,51,21,19,9,4.20,0.9000
819,570,51,21,19,9,4.20,0.9000
820,570,51,21,19,9,4.20,0.9000
821,570,51,21,19,9,4.20,0.9000
822,430,51,17,11,4,3.10,0.1000
823,423,51,23,26,11,4.30,0.9000
824,406,51,23,36,17,4.80,1.0000
825,401,51,13,24,10,4.40,0.9000
826,398,51,21,25,9,4.20,0.6500
827,271,51,4,5,1,1.80,0.0100
828,268,51,22,7,1,2.00,0.0500
829,266,51,23,2,0,2.00,0.1000
830,183,51,3,9,2,2.80,0.0500
831,132,51,13,16,5,3.70,0.3900
832,122,51,22,16,12,4.40,0.9000
833,114,51,23,15,9,4.00,0.8000
834,104,51,23,17,9,4.20,0.9000
835,104,51,23,17,9,4.20,0.9000
836,18,51,23,31,17,4.90,1.0000
837,571,52,5,8,2,3.00,0.1500
838,697,53,5,8,3,3.20,0.1000
839,648,53,21,11,4,3.10,0.1000
840,642,53,23,18,8,4.00,0.8000
841,605,53,23,34,20,5.00,1.0000
842,594,53,5,14,7,3.80,0.7000
843,573,53,23,17,11,4.50,0.9000
844,521,53,21,36,15,4.70,1.0000
845,475,53,16,21,13,4.70,1.0000
846,474,53,21,27,13,4.60,1.0000
847,474,53,21,27,13,4.60,1.0000
848,463,53,21,18,10,4.30,0.9000
849,462,53,22,29,10,4.40,0.7200
850,456,53,21,25,12,4.40,0.9000
851,382,53,22,20,16,4.80,1.0000
852,381,53,22,20,15,4.70,0.9000
853,380,53,22,20,14,4.60,0.9000
854,372,53,21,29,16,4.90,1.0000
855,324,53,20,11,3,3.70,0.4200
856,323,53,23,18,8,4.00,0.9000
857,277,53,13,3,1,2.50,0.1000
858,267,53,5,10,4,3.00,0.1000
859,249,53,21,14,10,4.20,0.9000
860,192,53,6,11,12,4.20,0.9000
861,191,53,6,11,10,4.00,0.9000
862,189,53,21,32,8,4.30,0.8500
863,184,53,3,8,2,3.00,0.0500
864,176,53,18,14,7,3.50,0.7000
865,126,53,21,42,18,4.60,0.9500
866,100,53,1,39,15,4.90,0.8800
867,99,53,1,31,12,4.60,0.8200
868,818,54,19,10,3,3.50,0.3000
869,846,55,15,8,0,4.00,0.3000
870,818,55,19,10,1,3.50,0.3000
871,817,55,19,10,2,3.30,0.3000
872,777,55,1,22,9,4.00,0.6500
873,720,55,22,10,4,3.90,0.4000
874,713,55,5,13,7,3.70,0.7000
875,713,55,5,13,7,3.70,0.7000
876,689,55,3,11,2,3.10,0.0500
877,587,55,15,24,15,4.80,1.0000
878,587,55,15,24,16,4.90,1.0000
879,547,55,20,9,2,2.80,0.2800
880,479,55,21,28,16,4.90,1.0000
881,373,55,21,30,17,4.90,1.0000
882,373,55,21,29,18,4.90,1.0000
883,326,55,21,8,3,3.10,0.1000
884,275,55,5,4,1,2.30,0.2000
885,242,55,21,16,9,4.20,0.9000
886,185,55,5,17,9,4.10,0.9000
887,185,55,5,17,9,4.10,0.9000
888,185,55,5,17,9,4.10,0.9000
889,185,55,5,17,9,4.10,0.9000
890,185,55,5,17,9,4.10,0.9000
891,185,55,5,17,9,4.10,0.9000
892,185,55,5,17,9,4.10,0.9000
893,185,55,5,17,9,4.10,0.9000
894,185,55,5,17,9,4.10,0.9000
895,185,55,5,17,9,4.10,0.9000
896,185,55,5,17,9,4.10,0.9000
897,185,55,5,17,9,4.10,0.9000
898,185,55,5,17,9,4.10,0.9000
899,185,55,5,17,9,4.10,0.9000
900,185,55,5,17,9,4.10,0.9000
901,185,55,5,17,9,4.10,0.9000
902,185,55,5,17,9,4.10,0.9000
903,185,55,5,17,9,4.10,0.9000
904,11,55,24,9,5,3.20,0.3000
905,824,56,19,11,3,3.40,0.4000
906,816,56,19,12,2,3.10,0.3000
907,816,56,19,16,1,3.10,0.4000
908,837,57,9,3,1,1.70,0.0500
909,823,57,19,11,4,3.30,0.4000
910,822,57,19,17,2,3.20,0.4000
911,811,57,21,10,4,3.70,0.5000
912,756,57,21,21,11,4.40,0.8000
913,756,57,21,21,11,4.40,0.8000
914,756,57,21,21,11,4.40,0.8000
915,756,57,21,21,11,4.40,0.8000
916,756,57,21,21,11,4.40,0.8000
917,756,57,21,21,11,4.40,0.8000
918,756,57,21,21,11,4.40,0.8000
919,756,57,21,21,11,4.40,0.8000
920,756,57,21,21,11,4.40,0.8000
921,756,57,21,21,11,4.40,0.8000
922,756,57,21,21,11,4.40,0.8000
923,756,57,21,21,11,4.40,0.8000
924,756,57,21,21,11,4.40,0.8000
925,756,57,21,21,11,4.40,0.8000
926,756,57,21,21,11,4.40,0.8000
927,756,57,21,21,11,4.40,0.8000
928,756,57,21,21,11,4.40,0.8000
929,756,57,21,21,11,4.40,0.8000
930,719,57,5,21,9,4.10,0.9000
931,663,57,5,28,13,4.60,1.0000
932,644,57,23,12,4,4.20,0.9000
933,605,57,23,33,18,5.00,1.0000
934,537,57,23,7,1,2.80,0.1000
935,491,57,23,20,8,4.30,0.9000
936,488,57,21,8,1,3.70,0.4000
937,424,57,21,12,4,3.80,0.6000
938,272,57,5,3,1,2.10,0.1000
939,270,57,5,17,8,3.90,0.9000
940,248,57,1,32,12,4.10,0.7000
941,181,57,23,25,9,4.10,0.7000
942,86,57,1,14,5,3.60,0.5000
943,14,57,24,8,5,3.20,0.3000
944,824,58,19,11,5,3.40,0.4000
945,823,58,19,18,3,3.30,0.4000
946,421,58,16,9,2,3.30,0.1000
947,844,59,23,30,15,4.90,1.0000
948,825,59,19,19,4,3.40,0.4000
949,820,59,19,21,6,4.30,0.5800
950,599,59,5,31,11,4.40,0.7700
951,581,59,23,31,14,4.70,1.0000
952,346,59,14,8,3,2.80,0.3000
953,256,59,6,19,10,4.30,1.0000
954,256,59,6,19,10,4.30,1.0000
955,254,59,22,35,11,4.70,0.7600
956,250,59,21,29,11,4.30,0.6800
957,113,59,9,11,3,2.80,0.1000
958,4,59,16,5,2,3.20,0.4500
959,826,60,19,20,5,3.50,0.4000
960,844,61,23,32,19,5.00,1.0000
961,844,61,23,32,20,5.00,1.0000
962,844,61,23,32,21,5.00,1.0000
963,834,61,24,47,14,4.80,0.8400
964,643,61,23,19,7,4.20,0.8000
965,601,61,21,23,10,4.20,0.8500
966,576,61,22,14,5,3.60,0.3500
967,539,61,9,16,6,3.70,0.6000
968,536,61,21,6,1,2.50,0.1000
969,385,61,15,29,9,4.40,0.6800
970,383,61,22,20,6,3.70,0.7200
971,365,61,21,10,6,3.30,0.4000
972,363,61,17,10,4,3.00,0.0500
973,355,61,14,8,3,2.40,0.3000
974,328,61,23,5,2,2.60,0.0500
975,322,61,21,9,2,3.00,0.2000
976,278,61,21,37,13,4.50,0.8200
977,274,61,5,2,0,1.80,0.1000
978,198,61,22,29,9,4.70,0.8000
979,109,61,18,9,3,2.50,0.1600
980,106,61,14,45,16,4.70,0.9000
981,79,61,22,3,0,3.00,0.2000
982,813,62,5,13,4,3.40,0.4000
983,621,62,20,39,17,4.90,1.0000
984,870,63,24,25,14,4.80,1.0000
985,847,63,13,22,8,4.10,0.5900
986,815,63,23,26,10,4.10,0.6800
987,773,63,21,19,7,3.90,0.4500
988,759,63,14,10,2,4.00,0.8000
989,741,63,12,16,4,3.90,0.3600
990,703,63,23,20,9,4.20,0.8000
991,660,63,23,6,2,3.30,0.3500
992,626,63,20,40,18,4.90,1.0000
993,618,63,23,41,12,4.90,0.9100
994,617,63,20,38,16,4.90,1.0000
995,545,63,23,49,19,4.90,0.8000
996,534,63,21,6,1,2.70,0.1000
997,455,63,21,23,11,4.40,0.8000
998,455,63,21,23,11,4.40,0.8000
999,455,63,21,23,11,4.40,0.8000
1000,455,63,21,23,11,4.40,0.8000
