recommendation_id,product_id,customer_profile_id,context_id,clicks_on_similar_products,similar_products_purchased,avg_rating_given_to_similar_products,recommendation_probability
661,807,33,16,34,17,4.90,1.0000
662,807,33,16,34,17,4.90,1.0000
663,807,33,16,34,17,4.90,1.0000
664,807,33,16,34,17,4.90,1.0000
665,807,33,16,34,17,4.90,1.0000
666,807,33,16,34,17,4.90,1.0000
667,807,33,16,34,17,4.90,1.0000
668,807,33,16,34,17,4.90,1.0000
669,805,33,22,15,10,4.10,0.9000
670,782,33,22,16,5,3.60,0.6000
671,617,33,6,38,14,4.90,0.8800
672,593,33,23,20,7,4.00,0.9500
673,485,33,16,31,12,4.30,1.0000
674,394,33,4,11,3,4.10,0.9000
675,358,33,22,7,4,3.10,0.4000
676,353,33,6,18,9,4.30,1.0000
677,175,33,16,28,11,4.50,1.0000
678,138,33,23,18,8,4.10,0.9000
679,137,33,23,16,7,3.90,0.8000
680,32,33,4,37,18,4.80,1.0000
681,30,33,20,38,16,4.70,1.0000
682,788,34,22,18,6,3.70,0.6000
683,529,34,8,8,5,2.50,0.4000
684,46,34,6,25,7,4.00,0.8000
685,795,35,22,20,7,3.60,0.6000
686,712,35,8,16,4,3.60,0.2000
687,412,35,21,25,11,4.50,0.9000
688,369,35,8,15,5,3.90,0.8000
689,356,35,16,40,15,4.60,0.9500
690,291,35,15,29,10,4.50,0.9000
691,31,35,4,39,17,4.80,1.0000
692,803,36,22,22,8,3.50,0.6000
693,550,36,21,33,14,4.40,0.8500
694,530,36,8,9,6,2.80,0.4000
695,376,36,8,14,4,4.00,0.9000
696,315,36,13,26,12,4.60,0.9000
697,34,36,4,41,20,4.90,1.0000
698,15,36,23,21,9,4.50,0.8500
699,531,37,8,10,7,2.20,0.4000
700,386,37,8,13,4,4.00,0.9000
701,378,37,8,16,4,3.80,0.9000
702,33,37,4,40,19,4.80,1.0000
703,384,38,8,18,5,4.00,0.9000
704,48,38,6,29,10,4.00,0.8000
705,47,38,6,27,8,4.00,0.8000
706,35,38,4,43,21,4.90,1.0000
707,36,39,4,45,22,4.90,1.0000
708,721,40,24,15,6,3.70,0.3000
709,387,40,8,20,6,4.00,0.9000
710,37,40,4,48,23,4.90,1.0000
711,390,41,8,22,7,4.00,0.9000
712,38,41,4,50,24,4.90,1.0000
713,769,42,24,22,8,4.10,0.8000
714,723,43,24,17,6,3.80,0.3000
715,770,44,24,24,9,4.00,0.8000
716,724,44,24,18,7,3.90,0.3000
717,725,45,24,19,8,3.90,0.3000
718,728,46,24,20,9,4.00,0.3000
719,730,47,24,21,10,3.90,0.3000
720,731,48,24,23,12,4.00,0.3000
721,809,49,5,4,0,2.80,0.0500
722,754,49,23,36,16,4.80,1.0000
723,713,49,5,13,7,3.70,0.7000
724,713,49,5,13,7,3.70,0.7000
725,713,49,5,13,7,3.70,0.7000
726,713,49,5,13,7,3.70,0.7000
727,713,49,5,13,7,3.70,0.7000
728,713,49,5,13,7,3.70,0.7000
729,713,49,5,13,7,3.70,0.7000
730,713,49,5,13,7,3.70,0.7000
731,713,49,5,13,7,3.70,0.7000
732,713,49,5,13,7,3.70,0.7000
733,713,49,5,13,7,3.70,0.7000
734,713,49,5,13,7,3.70,0.7000
735,713,49,5,13,7,3.70,0.7000
736,713,49,5,13,7,3.70,0.7000
737,713,49,5,13,7,3.70,0.7000
738,713,49,5,13,7,3.70,0.7000
739,713,49,5,13,7,3.70,0.7000
740,713,49,5,13,7,3.70,0.7000
741,696,49,6,7,2,3.20,0.0400
742,664,49,17,11,3,3.00,0.3100
743,598,49,24,9,7,3.50,0.1000
744,585,49,15,28,14,4.70,1.0000
745,585,49,15,28,14,4.70,1.0000
746,585,49,15,28,14,4.70,1.0000
747,585,49,15,28,14,4.70,1.0000
748,585,49,15,28,14,4.70,1.0000
749,585,49,15,28,14,4.70,1.0000
750,585,49,15,28,14,4.70,1.0000
751,585,49,15,28,14,4.70,1.0000
752,585,49,15,28,14,4.70,1.0000
753,585,49,15,28,14,4.70,1.0000
754,585,49,15,28,14,4.70,1.0000
755,585,49,15,28,14,4.70,1.0000
756,585,49,15,28,14,4.70,1.0000
757,585,49,15,28,14,4.70,1.0000
758,585,49,15,28,14,4.70,1.0000
759,585,49,15,28,14,4.70,1.0000
760,585,49,15,28,14,4.70,1.0000
761,585,49,15,28,14,4.70,1.0000
762,522,49,21,36,14,4.70,0.8500
763,519,49,24,20,9,4.40,0.9000
764,513,49,21,39,15,4.70,0.8200
765,483,49,21,30,20,5.00,1.0000
766,483,49,21,30,21,5.00,1.0000
767,469,49,21,32,13,4.70,0.9000
768,455,49,21,20,10,4.40,0.8000
769,449,49,21,42,17,4.90,0.9200
770,428,49,14,3,0,2.50,0.0100
771,228,49,21,5,2,2.30,0.1000
772,186,49,6,6,2,2.30,0.0800
773,57,49,21,50,20,5.00,0.9700
774,51,49,1,5,0,4.50,0.6000
775,28,49,1,40,16,4.40,0.7500
776,21,49,24,18,12,4.70,0.3000
777,698,50,1,7,0,3.50,0.1000
778,695,50,3,2,0,2.50,0.0200
779,870,51,24,26,16,4.90,1.0000
780,870,51,24,26,17,5.00,1.0000
781,870,51,24,26,18,5.00,1.0000
782,589,51,23,19,8,4.30,0.9000
783,588,51,21,14,6,3.60,0.4000
784,585,51,15,28,14,4.70,1.0000
785,585,51,15,28,14,4.70,1.0000
786,585,51,15,28,14,4.70,1.0000
787,585,51,15,28,14,4.70,1.0000
788,585,51,15,28,14,4.70,1.0000
789,585,51,15,28,14,4.70,1.0000
790,585,51,15,28,14,4.70,1.0000
791,585,51,15,28,14,4.70,1.0000
792,585,51,15,28,14,4.70,1.0000
793,585,51,15,28,14,4.70,1.0000
794,585,51,15,28,14,4.70,1.0000
795,585,51,15,28,14,4.70,1.0000
796,585,51,15,28,14,4.70,1.0000
797,585,51,15,28,14,4.70,1.0000
798,585,51,15,28,14,4.70,1.0000
799,585,51,15,28,14,4.70,1.0000
800,585,51,15,28,14,4.70,1.0000
801,585,51,15,28,14,4.70,1.0000
802,585,51,15,28,14,4.70,1.0000
803,582,51,13,33,14,4.80,1.0000
804,570,51,21,19,9,4.20,0.9000
805,570,51,21,19,9,4.20,0.9000
806,570,51,21,19,9,4.20,0.9000
807,570,51,21,19,9,4.20,0.9000
808,570,51,21,19,9,4.20,0.9000
809,570,51,21,19,9,4.20,0.9000
810,570,51,21,19,9,4.20,0.9000
811,570,51,21,19,9,4.20,0.9000
812,570,51,21,19,9,4.20,0.9000
813,570,51,21,19,9,4.20,0.9000
814,570,51,21,19,9,4.20,0.9000
815,570,51,21,19,9,4.20,0.9000
816,570,51,21,19,9,4.20,0.9000
817,570,51,21,19,9,4.20,0.9000
818,570,51,21,19,9,4.20,0.9000
819,570,51,21,19,9,4.20,0.9000
820,570,51,21,19,9,4.20,0.9000
821,570,51,21,19,9,4.20,0.9000
822,430,51,17,11,4,3.10,0.1000
823,423,51,23,26,11,4.30,0.9000
824,406,51,23,36,17,4.80,1.0000
825,401,51,13,24,10,4.40,0.9000
826,398,51,21,25,9,4.20,0.6500
827,271,51,4,5,1,1.80,0.0100
828,268,51,22,7,1,2.00,0.0500
829,266,51,23,2,0,2.00,0.1000
830,183,51,3,9,2,2.80,0.0500
831,132,51,13,16,5,3.70,0.3900
832,122,51,22,16,12,4.40,0.9000
833,114,51,23,15,9,4.00,0.8000
834,104,51,23,17,9,4.20,0.9000
835,104,51,23,17,9,4.20,0.9000
836,18,51,23,31,17,4.90,1.0000
837,571,52,5,8,2,3.00,0.1500
838,697,53,5,8,3,3.20,0.1000
839,648,53,21,11,4,3.10,0.1000
840,642,53,23,18,8,4.00,0.8000
841,605,53,23,34,20,5.00,1.0000
842,594,53,5,14,7,3.80,0.7000
843,573,53,23,17,11,4.50,0.9000
844,521,53,21,36,15,4.70,1.0000
845,475,53,16,21,13,4.70,1.0000
846,474,53,21,27,13,4.60,1.0000
847,474,53,21,27,13,4.60,1.0000
848,463,53,21,18,10,4.30,0.9000
849,462,53,22,29,10,4.40,0.7200
850,456,53,21,25,12,4.40,0.9000
851,382,53,22,20,16,4.80,1.0000
852,381,53,22,20,15,4.70,0.9000
853,380,53,22,20,14,4.60,0.9000
854,372,53,21,29,16,4.90,1.0000
855,324,53,20,11,3,3.70,0.4200
856,323,53,23,18,8,4.00,0.9000
857,277,53,13,3,1,2.50,0.1000
858,267,53,5,10,4,3.00,0.1000
859,249,53,21,14,10,4.20,0.9000
860,192,53,6,11,12,4.20,0.9000
861,191,53,6,11,10,4.00,0.9000
862,189,53,21,32,8,4.30,0.8500
863,184,53,3,8,2,3.00,0.0500
864,176,53,18,14,7,3.50,0.7000
865,126,53,21,42,18,4.60,0.9500
866,100,53,1,39,15,4.90,0.8800
867,99,53,1,31,12,4.60,0.8200
868,818,54,19,10,3,3.50,0.3000
869,846,55,15,8,0,4.00,0.3000
870,818,55,19,10,1,3.50,0.3000
871,817,55,19,10,2,3.30,0.3000
872,777,55,1,22,9,4.00,0.6500
873,720,55,22,10,4,3.90,0.4000
874,713,55,5,13,7,3.70,0.7000
875,713,55,5,13,7,3.70,0.7000
876,689,55,3,11,2,3.10,0.0500
877,587,55,15,24,15,4.80,1.0000
878,587,55,15,24,16,4.90,1.0000
879,547,55,20,9,2,2.80,0.2800
880,479,55,21,28,16,4.90,1.0000
881,373,55,21,30,17,4.90,1.0000
882,373,55,21,29,18,4.90,1.0000
883,326,55,21,8,3,3.10,0.1000
884,275,55,5,4,1,2.30,0.2000
885,242,55,21,16,9,4.20,0.9000
886,185,55,5,17,9,4.10,0.9000
887,185,55,5,17,9,4.10,0.9000
888,185,55,5,17,9,4.10,0.9000
889,185,55,5,17,9,4.10,0.9000
890,185,55,5,17,9,4.10,0.9000
891,185,55,5,17,9,4.10,0.9000
892,185,55,5,17,9,4.10,0.9000
893,185,55,5,17,9,4.10,0.9000
894,185,55,5,17,9,4.10,0.9000
895,185,55,5,17,9,4.10,0.9000
896,185,55,5,17,9,4.10,0.9000
897,185,55,5,17,9,4.10,0.9000
898,185,55,5,17,9,4.10,0.9000
899,185,55,5,17,9,4.10,0.9000
900,185,55,5,17,9,4.10,0.9000
901,185,55,5,17,9,4.10,0.9000
902,185,55,5,17,9,4.10,0.9000
903,185,55,5,17,9,4.10,0.9000
904,11,55,24,9,5,3.20,0.3000
905,824,56,19,11,3,3.40,0.4000
906,816,56,19,12,2,3.10,0.3000
907,816,56,19,16,1,3.10,0.4000
908,837,57,9,3,1,1.70,0.0500
909,823,57,19,11,4,3.30,0.4000
910,822,57,19,17,2,3.20,0.4000
911,811,57,21,10,4,3.70,0.5000
912,756,57,21,21,11,4.40,0.8000
913,756,57,21,21,11,4.40,0.8000
914,756,57,21,21,11,4.40,0.8000
915,756,57,21,21,11,4.40,0.8000
916,756,57,21,21,11,4.40,0.8000
917,756,57,21,21,11,4.40,0.8000
918,756,57,21,21,11,4.40,0.8000
919,756,57,21,21,11,4.40,0.8000
920,756,57,21,21,11,4.40,0.8000
921,756,57,21,21,11,4.40,0.8000
922,756,57,21,21,11,4.40,0.8000
923,756,57,21,21,11,4.40,0.8000
924,756,57,21,21,11,4.40,0.8000
925,756,57,21,21,11,4.40,0.8000
926,756,57,21,21,11,4.40,0.8000
927,756,57,21,21,11,4.40,0.8000
928,756,57,21,21,11,4.40,0.8000
929,756,57,21,21,11,4.40,0.8000
930,719,57,5,21,9,4.10,0.9000
931,663,57,5,28,13,4.60,1.0000
932,644,57,23,12,4,4.20,0.9000
933,605,57,23,33,18,5.00,1.0000
934,537,57,23,7,1,2.80,0.1000
935,491,57,23,20,8,4.30,0.9000
936,488,57,21,8,1,3.70,0.4000
937,424,57,21,12,4,3.80,0.6000
938,272,57,5,3,1,2.10,0.1000
939,270,57,5,17,8,3.90,0.9000
940,248,57,1,32,12,4.10,0.7000
941,181,57,23,25,9,4.10,0.7000
942,86,57,1,14,5,3.60,0.5000
943,14,57,24,8,5,3.20,0.3000
944,824,58,19,11,5,3.40,0.4000
945,823,58,19,18,3,3.30,0.4000
946,421,58,16,9,2,3.30,0.1000
947,844,59,23,30,15,4.90,1.0000
948,825,59,19,19,4,3.40,0.4000
949,820,59,19,21,6,4.30,0.5800
950,599,59,5,31,11,4.40,0.7700
951,581,59,23,31,14,4.70,1.0000
952,346,59,14,8,3,2.80,0.3000
953,256,59,6,19,10,4.30,1.0000
954,256,59,6,19,10,4.30,1.0000
955,254,59,22,35,11,4.70,0.7600
956,250,59,21,29,11,4.30,0.6800
957,113,59,9,11,3,2.80,0.1000
958,4,59,16,5,2,3.20,0.4500
959,826,60,19,20,5,3.50,0.4000
960,844,61,23,32,19,5.00,1.0000
961,844,61,23,32,20,5.00,1.0000
962,844,61,23,32,21,5.00,1.0000
963,834,61,24,47,14,4.80,0.8400
964,643,61,23,19,7,4.20,0.8000
965,601,61,21,23,10,4.20,0.8500
966,576,61,22,14,5,3.60,0.3500
967,539,61,9,16,6,3.70,0.6000
968,536,61,21,6,1,2.50,0.1000
969,385,61,15,29,9,4.40,0.6800
970,383,61,22,20,6,3.70,0.7200
971,365,61,21,10,6,3.30,0.4000
972,363,61,17,10,4,3.00,0.0500
973,355,61,14,8,3,2.40,0.3000
974,328,61,23,5,2,2.60,0.0500
975,322,61,21,9,2,3.00,0.2000
976,278,61,21,37,13,4.50,0.8200
977,274,61,5,2,0,1.80,0.1000
978,198,61,22,29,9,4.70,0.8000
979,109,61,18,9,3,2.50,0.1600
980,106,61,14,45,16,4.70,0.9000
981,79,61,22,3,0,3.00,0.2000
982,813,62,5,13,4,3.40,0.4000
983,621,62,20,39,17,4.90,1.0000
984,870,63,24,25,14,4.80,1.0000
985,847,63,13,22,8,4.10,0.5900
986,815,63,23,26,10,4.10,0.6800
987,773,63,21,19,7,3.90,0.4500
988,759,63,14,10,2,4.00,0.8000
989,741,63,12,16,4,3.90,0.3600
990,703,63,23,20,9,4.20,0.8000
991,660,63,23,6,2,3.30,0.3500
992,626,63,20,40,18,4.90,1.0000
993,618,63,23,41,12,4.90,0.9100
994,617,63,20,38,16,4.90,1.0000
995,545,63,23,49,19,4.90,0.8000
996,534,63,21,6,1,2.70,0.1000
997,455,63,21,23,11,4.40,0.8000
998,455,63,21,23,11,4.40,0.8000
999,455,63,21,23,11,4.40,0.8000
1000,455,63,21,23,11,4.40,0.8000
1001,455,63,21,23,11,4.40,0.8000
1002,455,63,21,23,11,4.40,0.8000
1003,455,63,21,23,11,4.40,0.8000
1004,455,63,21,23,11,4.40,0.8000
1005,455,63,21,23,11,4.40,0.8000
1006,455,63,21,23,11,4.40,0.8000
1007,455,63,21,23,11,4.40,0.8000
1008,455,63,21,23,11,4.40,0.8000
1009,455,63,21,23,11,4.40,0.8000
1010,455,63,21,23,11,4.40,0.8000
1011,455,63,21,23,11,4.40,0.8000
1012,455,63,21,23,11,4.40,0.8000
1013,455,63,21,23,11,4.40,0.8000
1014,455,63,21,23,11,4.40,0.8000
1015,454,63,21,23,11,4.30,0.8000
1016,357,63,14,9,2,2.20,0.3000
1017,350,63,14,7,2,2.60,0.3000
1018,276,63,5,3,1,1.60,0.1000
1019,193,63,18,30,10,4.50,0.8000
1020,188,63,18,32,11,4.60,0.8000
1021,98,63,24,13,8,3.90,0.8000
1022,3,63,24,13,5,3.50,0.7000
1023,812,64,23,18,7,4.10,0.7000
1024,778,64,23,23,10,4.50,0.9000
1025,722,64,9,5,1,1.90,0.0500
1026,717,64,24,13,11,3.90,0.8000
1027,716,64,24,13,10,3.80,0.8000
1028,706,64,22,17,7,3.50,0.5000
1029,704,64,24,13,6,3.60,0.6000
1030,633,64,20,42,19,4.90,1.0000
1031,610,64,14,36,15,4.90,0.9000
1032,586,64,15,22,13,4.70,1.0000
1033,552,64,24,20,8,3.70,0.5000
1034,542,64,14,28,10,4.30,0.7700
1035,541,64,23,9,3,3.60,0.2000
1036,516,64,21,10,3,3.90,0.4000
1037,402,64,9,4,0,1.50,0.0500
1038,359,64,14,10,3,2.00,0.3000
1039,279,64,5,4,2,1.30,0.1000
1040,194,64,18,33,12,4.70,0.8000
1041,634,65,20,46,20,4.90,1.0000
1042,833,66,22,21,6,4.50,0.8000
1043,828,66,23,22,11,4.50,0.9000
1044,828,66,23,22,11,4.50,0.9000
1045,828,66,23,22,11,4.50,0.9000
1046,828,66,23,22,11,4.50,0.9000
1047,828,66,23,22,11,4.50,0.9000
1048,828,66,23,22,11,4.50,0.9000
1049,828,66,23,22,11,4.50,0.9000
1050,828,66,23,22,11,4.50,0.9000
1051,828,66,23,22,11,4.50,0.9000
1052,828,66,23,22,11,4.50,0.9000
1053,828,66,23,22,11,4.50,0.9000
1054,828,66,23,22,11,4.50,0.9000
1055,828,66,23,22,11,4.50,0.9000
1056,828,66,23,22,11,4.50,0.9000
1057,828,66,23,22,11,4.50,0.9000
1058,828,66,23,22,11,4.50,0.9000
1059,828,66,23,22,11,4.50,0.9000
1060,828,66,23,22,11,4.50,0.9000
1061,737,66,24,24,8,4.50,0.6000
1062,733,66,13,5,0,2.50,0.1000
1063,711,66,2,3,0,1.50,0.0300
1064,669,66,8,27,11,4.40,0.8500
1065,635,66,20,50,21,4.90,1.0000
1066,611,66,21,27,13,4.60,1.0000
1067,611,66,21,27,13,4.60,1.0000
1068,611,66,21,27,13,4.60,1.0000
1069,611,66,21,27,13,4.60,1.0000
1070,611,66,21,27,13,4.60,1.0000
1071,611,66,21,27,13,4.60,1.0000
1072,611,66,21,27,13,4.60,1.0000
1073,611,66,21,27,13,4.60,1.0000
1074,611,66,21,27,13,4.60,1.0000
1075,611,66,21,27,13,4.60,1.0000
1076,611,66,21,27,13,4.60,1.0000
1077,611,66,21,27,13,4.60,1.0000
1078,611,66,21,27,13,4.60,1.0000
1079,611,66,21,27,13,4.60,1.0000
1080,611,66,21,27,13,4.60,1.0000
1081,611,66,21,27,13,4.60,1.0000
1082,611,66,21,27,13,4.60,1.0000
1083,611,66,21,27,13,4.60,1.0000
1084,587,66,15,22,15,4.90,1.0000
1085,569,66,21,14,8,3.80,0.8000
1086,568,66,23,12,8,3.70,0.8000
1087,535,66,21,7,1,2.30,0.1000
1088,520,66,21,27,13,4.60,1.0000
1089,518,66,21,30,14,4.70,1.0000
1090,492,66,24,10,2,3.80,0.6000
1091,486,66,5,8,3,3.30,0.3000
1092,471,66,21,31,14,4.90,1.0000
1093,441,66,21,11,5,3.20,0.2000
1094,370,66,21,20,10,4.30,0.9000
1095,370,66,21,20,10,4.30,0.9000
1096,370,66,21,20,10,4.30,0.9000
1097,370,66,21,20,10,4.30,0.9000
1098,370,66,21,20,10,4.30,0.9000
1099,370,66,21,20,10,4.30,0.9000
1100,370,66,21,20,10,4.30,0.9000
1101,370,66,21,20,10,4.30,0.9000
1102,370,66,21,20,10,4.30,0.9000
1103,370,66,21,20,10,4.30,0.9000
1104,370,66,21,20,10,4.30,0.9000
1105,370,66,21,20,10,4.30,0.9000
1106,370,66,21,20,10,4.30,0.9000
1107,370,66,21,20,10,4.30,0.9000
1108,370,66,21,20,10,4.30,0.9000
1109,370,66,21,20,10,4.30,0.9000
1110,370,66,21,20,10,4.30,0.9000
1111,370,66,21,20,10,4.30,0.9000
1112,370,66,21,20,10,4.30,0.9000
1113,368,66,21,10,8,3.60,0.4000
1114,362,66,17,10,3,2.70,0.1000
1115,360,66,14,11,4,1.70,0.3000
1116,348,66,21,22,7,4.20,0.8500
1117,301,66,8,47,15,4.70,0.7200
1118,281,66,5,6,3,1.00,0.1000
1119,196,66,18,35,13,4.80,0.9000
1120,147,66,23,30,5,4.20,0.8000
1121,141,66,15,24,9,4.60,0.8500
1122,139,66,16,30,11,4.30,0.7000
1123,43,66,15,0,0,0.00,0.0000
1124,636,67,20,55,22,4.90,1.0000
1125,540,67,21,8,0,1.90,0.1000
1126,361,67,14,12,5,1.50,0.3000
1127,284,67,5,7,4,1.00,0.1000
1128,197,67,18,36,14,4.90,1.0000
1129,836,68,22,22,7,4.40,0.8000
1130,199,68,18,37,15,4.90,1.0000
1131,737,69,24,25,10,4.50,0.6000
1132,543,69,21,9,1,1.80,0.1000
1133,200,69,18,39,16,4.90,1.0000
1134,840,70,22,23,8,4.60,0.8000
1135,827,71,22,18,7,4.60,0.8000
1136,738,71,24,26,11,4.40,0.6000
1137,736,71,24,23,9,4.30,0.6000
1138,735,71,6,22,10,4.40,0.5000
1139,732,71,16,29,11,4.70,0.8000
1140,667,71,20,20,8,3.70,0.6300
1141,546,71,21,10,2,1.70,0.1000
1142,442,71,19,20,3,3.20,0.4000
1143,294,71,15,19,7,4.30,0.9000
1144,174,71,1,28,10,4.80,0.7000
1145,851,72,22,24,9,4.70,0.8000
1146,548,72,21,11,3,1.50,0.1000
1147,861,73,22,25,10,4.80,0.8000
1148,743,73,24,27,12,4.30,0.7000
1149,869,74,22,26,11,4.90,0.8000
1150,745,74,24,28,13,4.40,0.7000
1151,747,75,24,29,14,4.50,0.7000
1152,839,76,22,17,6,4.50,0.8000
1153,796,76,24,18,5,4.70,0.8000
1154,793,76,14,7,2,2.30,0.0500
1155,763,76,23,22,13,4.60,1.0000
1156,707,76,23,28,11,4.20,0.6000
1157,656,76,22,36,10,4.20,0.7800
1158,637,76,24,45,18,4.80,0.8000
1159,584,76,22,34,12,4.60,0.7100
1160,512,76,24,32,12,4.40,0.7800
1161,477,76,15,29,14,4.70,1.0000
1162,397,76,23,23,10,3.90,0.5500
1163,396,76,23,45,18,4.80,0.7500
1164,374,76,21,8,1,2.50,0.1000
1165,295,76,14,8,3,4.20,0.7200
1166,252,76,8,19,12,4.60,1.0000
1167,210,76,9,7,2,4.80,0.7800
1168,103,76,5,35,12,4.40,0.7000
1169,16,76,24,24,13,4.60,0.3000
1170,12,76,24,8,7,3.60,0.3000
1171,727,77,21,45,14,4.70,0.8900
1172,121,77,6,38,13,4.50,0.8000
1173,125,78,6,41,14,4.60,0.8000
1174,130,79,6,44,15,4.70,0.9000
1175,872,80,9,29,10,4.40,0.8000
1176,871,80,16,36,14,4.50,0.8800
1177,835,80,24,9,4,2.90,0.1000
1178,835,80,24,9,4,2.90,0.1000
1179,835,80,24,9,4,2.90,0.1000
1180,835,80,24,9,4,2.90,0.1000
1181,835,80,24,9,4,2.90,0.1000
1182,835,80,24,9,4,2.90,0.1000
1183,835,80,24,9,4,2.90,0.1000
1184,835,80,24,9,4,2.90,0.1000
1185,835,80,24,9,4,2.90,0.1000
1186,835,80,24,9,4,2.90,0.1000
1187,835,80,24,9,4,2.90,0.1000
1188,835,80,24,9,4,2.90,0.1000
1189,835,80,24,9,4,2.90,0.1000
1190,835,80,24,9,4,2.90,0.1000
1191,835,80,24,9,4,2.90,0.1000
1192,835,80,24,9,4,2.90,0.1000
1193,835,80,24,9,4,2.90,0.1000
1194,764,80,24,12,5,3.00,0.2000
1195,657,80,13,8,2,4.50,0.9200
1196,650,80,22,48,16,4.60,0.8700
1197,607,80,23,28,8,4.10,0.6000
1198,602,80,14,9,4,2.90,0.1000
1199,482,80,23,19,8,4.20,0.9000
1200,379,80,16,26,12,4.50,0.9000
1201,320,80,6,34,12,4.10,0.9000
1202,265,80,23,26,11,4.00,0.6500
1203,223,80,23,14,4,3.90,0.7000
1204,133,80,15,23,9,4.40,0.6900
1205,129,80,2,33,11,4.30,0.6000
1206,85,80,23,8,4,3.20,0.3000
1207,85,80,23,8,4,3.20,0.3000
1208,85,80,23,8,4,3.20,0.3000
1209,85,80,23,8,4,3.20,0.3000
1210,85,80,23,8,4,3.20,0.3000
1211,85,80,23,8,4,3.20,0.3000
1212,85,80,23,8,4,3.20,0.3000
1213,85,80,23,8,4,3.20,0.3000
1214,85,80,23,8,4,3.20,0.3000
1215,85,80,23,8,4,3.20,0.3000
1216,85,80,23,8,4,3.20,0.3000
1217,85,80,23,8,4,3.20,0.3000
1218,85,80,23,8,4,3.20,0.3000
1219,85,80,23,8,4,3.20,0.3000
1220,85,80,23,8,4,3.20,0.3000
1221,85,80,23,8,4,3.20,0.3000
1222,85,80,23,8,4,3.20,0.3000
1223,85,80,23,8,4,3.20,0.3000
1224,85,80,23,8,4,3.20,0.3000
1225,13,80,24,25,11,4.40,0.9000
1226,135,81,6,47,16,4.80,0.9000
1227,321,82,6,36,13,4.00,0.9000
1228,142,83,6,50,17,4.90,0.9000
1229,410,84,5,18,10,4.60,0.8000
1230,143,84,6,53,18,4.90,0.9000
1231,715,85,18,11,8,3.80,0.8000
1232,666,85,16,22,8,3.90,0.7600
1233,606,85,14,16,6,3.70,0.8000
1234,493,85,19,16,3,4.80,0.8000
1235,438,85,9,31,12,4.30,0.7500
1236,437,85,9,29,12,4.30,0.7000
1237,436,85,9,29,13,4.40,0.7000
1238,435,85,9,30,12,4.30,0.7000
1239,427,85,13,39,10,4.30,0.6500
1240,220,85,14,16,5,3.80,0.7000
1241,180,85,23,27,11,4.10,0.7000
1242,152,85,22,31,12,4.80,1.0000
1243,151,85,12,35,14,4.80,0.9000
1244,148,85,14,2,1,2.00,0.0500
1245,120,85,6,11,6,3.60,0.5000
1246,58,85,15,38,11,4.60,0.8200
1247,153,86,22,36,14,4.80,1.0000
1248,553,87,21,18,6,3.80,0.7000
1249,222,87,14,16,6,3.70,0.7000
1250,221,87,14,14,4,3.60,0.7000
1251,207,87,19,7,2,3.70,0.2000
1252,150,87,22,32,13,4.90,1.0000
1253,772,88,10,35,14,4.70,0.9500
1254,757,88,6,12,6,3.50,0.6000
1255,757,88,6,12,6,3.50,0.6000
1256,654,88,21,25,7,4.80,0.9000
1257,616,88,7,7,3,3.40,0.3000
1258,555,88,24,49,19,4.90,0.8500
1259,514,88,13,6,2,2.50,0.1000
1260,502,88,14,10,2,3.60,0.5000
1261,404,88,6,24,7,3.80,0.6800
1262,343,88,6,16,9,4.20,0.9000
1263,333,88,6,10,5,3.10,0.1000
1264,333,88,6,10,5,3.10,0.1000
1265,333,88,6,10,5,3.10,0.1000
1266,333,88,6,10,5,3.10,0.1000
1267,333,88,6,10,5,3.10,0.1000
1268,333,88,6,10,5,3.10,0.1000
1269,333,88,6,10,5,3.10,0.1000
1270,333,88,6,10,5,3.10,0.1000
1271,333,88,6,10,5,3.10,0.1000
1272,333,88,6,10,5,3.10,0.1000
1273,333,88,6,10,5,3.10,0.1000
1274,333,88,6,10,5,3.10,0.1000
1275,333,88,6,10,5,3.10,0.1000
1276,333,88,6,10,5,3.10,0.1000
1277,333,88,6,10,5,3.10,0.1000
1278,333,88,6,10,5,3.10,0.1000
1279,333,88,6,10,5,3.10,0.1000
1280,333,88,6,10,5,3.10,0.1000
1281,303,88,23,15,8,4.80,0.9000
1282,195,88,21,12,4,3.00,0.4100
1283,182,88,9,28,12,4.00,0.7500
1284,179,88,24,17,7,3.90,0.8000
1285,178,88,24,5,2,2.50,0.0500
1286,156,88,22,34,15,4.90,1.0000
1287,155,88,23,13,3,4.60,0.8000
1288,64,88,9,30,14,4.50,0.8500
1289,63,88,9,30,13,4.50,0.8500
1290,62,88,9,33,13,4.40,0.8000
1291,61,88,9,32,13,4.40,0.8000
1292,60,88,9,27,12,4.10,0.8000
1293,26,88,11,14,5,3.00,0.3700
1294,653,89,22,38,17,4.90,0.9500
1295,549,89,13,19,7,4.30,0.8000
1296,391,89,23,39,18,4.90,0.9500
1297,388,89,22,39,16,4.90,0.9500
1298,224,89,14,17,7,3.80,0.7000
1299,158,89,22,37,16,4.90,1.0000
1300,830,90,22,6,2,2.60,0.0500
1301,758,90,6,11,6,3.50,0.6000
1302,755,90,20,10,3,3.50,0.6000
1303,609,90,15,29,12,4.60,1.0000
1304,608,90,6,16,11,4.30,0.9000
1305,580,90,23,35,18,4.90,0.8500
1306,565,90,16,32,14,4.50,0.9000
1307,565,90,16,31,15,4.60,0.9000
1308,565,90,15,33,15,4.40,0.9000
